	327
Clapping	1
Claps	2
Clare	1
Clarence	90
Clarence;	8
Claribel	4
Claud	124
ClaudO	1
Claudio	120
Claudio;	6
Claudios	6
Claudius	2
Clean	3
Cleanse	2
Clear	2
Cleave	1
Cleitus	2
Clement	1
Clements	4
Cleomenes	3
Cleomenes;	1
Cleopatra	31
Cleopatra;	1
Cleopatras	4
Clerk	1
Clerklike	1
Clifford	52
Clifford;	7
Cliffords	6
Clifton	2
Clifton;	1
Climb	1
Climbing	1
Climbs	2
Clip	1
Clitus	6
Clock	6
Close	9
Cloten	14
Cloten;	1
Clotens	6
Clothair	1
Clotharius	1
Clouds	2
Clowder	1
Clown	40
Clowns	2
Clubs	4
Cneius	1
Coalblack	1
Cobham	4
Cobloaf	1
Cobweb	5
Cobweb;	1
Cock	1
Cockadiddledow	1
Cocks	1
Cocytus	1
Coesars	1
Coeurdelion	3
Coeurdelions	3
Cofil	1
Cog	1
Coin	1
Colbrand	2
Colchos	1
Cold	12
Coldhearted	1
Coldly	1
Coldspur	1
Colebrook	1
Collars	2
Colleagued	1
Collect	1
Collected	4
College	2
Colmekill	1
Colmes	1
Colossus	2
Colour	1
Colours	6
Colville	9
Comagene;	1
Comb	1
Combat	1
Combine	2
Come	947
Come;	3
ComeAmen	1
Comedy	1
Comes	27
Comesisters	1
Cometh	1
Comets	1
Comfect	1
Comfort	13
Comforts	1
Coming	13
Cominius	18
Cominius;	1
Command	15
Commanded	5
Commander	1
Commandments	1
Commands	1
Commencing	1
Commend	32
Commends	4
Comment	4
Commentaries	1
Commit	9
Commits	1
Commitst	1
Committed	2
Committing	1
Commodity	1
Common	2
Commoners	3
Commonly	2
Commons	3
Commotion	1
Commotions	1
Commune	1
Communicatst	1
Compact	1
Companion	1
Companions	1
Company	3
Comparative	1
Compare	5
Compared	1
Comparisons	1
Compassion	1
Compelld	1
Complain	1
Complete	4
Complots	1
Complotted	1
Compounded	1
Comprising	1
CompuServe	1
Compuserve	1
Computers	1
Comst	4
Con	23
Conceal	2
Conceit	4
Conceive	2
Conceives	2
Conceiving	2
Conception	1
Conceptions	1
Concern	1
Concerning	3
Conclude	1
Concluding	1
Concolinel	1
Concur	1
Concurring	1
Condemn	1
Condemnd	2
Condemned	1
Condemning	2
Condemns	1
Condition	3
Conditionally	1
Conduct	2
Confederate	3
Confederates	1
Confer	1
Conferrd	1
Conferring	1
Confess	11
Confessd	1
Confesses	1
Confessor	1
Confessors	1
Confind	3
Confine	2
Confirm	4
Confirmd	3
Conformable	1
Confound	6
Confounded	2
Confounds	3
Confront	1
Confronted	1
Confusion	2
Confusions	2
Congeald	1
Congreeing	1
Conjectural	1
Conjecture	1
Conjurers	1
Conjures	1
Conjuro	1
Conqueror	1
Conrade	9
Conscience	3
Consent	6
Consenting	1
Consents	1
Conserved	1
Consider	13
Consideration	1
Considers	1
Consign	1
Consisteth	1
Consisting	1
Consistory	2
Consort	2
Consorted	1
Conspiracy	2
Conspiracy;	1
Conspirant	1
Conspirators	1
Conspird	1
Constable	22
Constable;	1
Constables	2
Constance	6
Constance;	2
Constant	1
Constantine	1
Constantinople	1
Constraind	1
Constrains	1
Constringd	1
Construe	3
Consul	3
Consume	1
Consumed	1
Consuming	2
Consumption	1
Consumptions	1
Contagion	1
Contagious	2
Contain	1
Containing	2
Contaminate	1
Contaminated	1
Contemn	1
Contemning	1
Contemplation	1
Contempt	4
Contemptuous	1
Contend	2
Contending	2
Content	17
Contenteth	1
Continual	1
Continud	1
Continue	3
Continues	2
Contract	1
Contrivd	1
Controlling	1
Controlment	1
Convenient	2
Converses	1
Convert	3
Converting	1
Convey	8
Conveyd	1
Conveyers	1
Convinced	1
Cool	2
Cophetua	3
Copperspur	1
Cor	32
Coragio	1
Coral	1
Coram	1
Corambus	1
Cordelia	31
Corin	3
Corinth	7
Corinthian	1
Coriolanus	37
Coriolanus;	1
Corioli	25
Corioli;	1
Corivalld	1
Corn	55
Cornelia	2
Cornelius	6
Corner	1
Cornets	6
Cornish	2
Cornwall	19
Cornwall;	3
Cornwalls	1
Corporal	12
Corporate	1
Corrected	1
Correction	1
Corrects	1
Corrupt	4
Corrupted	2
Corrupters	1
Corrupting	1
Corruption	2
Cosmo	1
Cost	1
Costard	12
Costard;	1
Costly	2
Cotsall	1
Cotsole	1
Cotswold	1
Cotus	2
Couch	1
Cough	1
Could	70
Couldst	1
Council	27
Council;	1
Counsel	4
Count	64
Count;	3
CountCardinal	1
Countercheck	2
Counterfeit	2
Countergate	1
Countess	8
Countess;	1
Counties	1
Counting	2
Countless	1
Country	3
Countrymen	1
Counts	7
County	23
Countys	2
Couple	2
Coupled	2
Courage	10
Courageous	2
Courageously	1
Coursd	1
Courses	1
Court	6
Court;	1
Courteous	3
Courteous;	1
Courtesy	1
Courtiers	1
Courtney	1
Cousin	36
Cousins	4
Coventry	10
Coventry;	2
Cover	3
Covering	1
Coward	2
Cowardly	2
Cowards	2
Cox	1
Coy	1
Coz	1
Crab	3
Crack	4
Cracked	1
Craft	1
Crams	1
Cranmer	6
Cranmer;	1
Cranmers	1
Crassus	3
Cravd	1
Crave	1
Craves	2
Craving	1
Crawls	1
Creaking	1
Create	1
Created	2
Creating	2
Creator	1
Creators	1
Creatures	3
Creditors	1
Creep	5
Creeps	1
Cressid	33
Cressida	13
Cressidas	1
Cressids	6
Cressy	1
Crested	1
Cretan	1
Crete	5
Cricket	1
Cried	9
Crier	1
Cries	12
Criest	1
Cripple	1
Crispian	4
Crispians	1
Crispianus	1
Crispin	2
Crispins	1
Croak	1
Cromer	1
Cromwell	17
Cromwell;	1
Crooked	1
Crookkneed	1
Croppd	1
Crosby	3
Cross	2
Crossgarterd	1
Crossing	1
Crouch	1
Crowd	2
Crown	3
Crownd	2
Crowned	2
Crowning	1
Crowns	3
Crows	1
Cruel	1
Crush	1
Crust	1
Cry	31
Crying	7
Crystal	1
Cs	2
Cuckold	2
Cuckoo	4
Cuckoo;	2
Cucullus	2
Cudgel	1
Culling	2
Cumberland	3
Cumberland;	1
Cunning	3
Cup	2
Cupid	32
Cupid;	2
Cupids	20
Cur	4
Curan	3
Curbing	1
Cure	2
Curio	1
Curling	1
Currents	1
Cursd	3
Curse	2
Cursed	4
Curses	1
Curster	1
Curtal	1
Curtis	6
Curtsied	1
Curtsy	1
Cushions	1
Custalorum	1
Custom	2
Cut	17
Cuts	6
Cutting	2
Cxsars	1
Cyclops	2
Cydnus	3
Cymbeline	13
Cymbelines	1
Cynthias	1
Cypress	1
Cypriot	1
Cyprus	27
Cyprus;	1
Cyrus	1
Cytherea	2
Cythereas	1
D	1
DAMAGES	3
DARDANIUS	4
DAUGHTER	5
DAUPHIN	38
DAUPHINS	1
DAVY	21
DE	5
DECIUS	13
DEIPHOBUS	7
DEMETRIUS	117
DENMARK	1
DENNIS	5
DENNY	8
DERBY	22
DERBYS	1
DERCETAS	9
DESDEMONA	167
DIANA	52
DICK	26
DIOMEDES	82
DIOMEDES;	1
DIOMEDESWe	1
DION	9
DISCLAIMER	1
DISTRIBUTE	1
DISTRIBUTED	441
DISTRIBUTION	221
DOCTOR	28
DOLABELLA	31
DOLL	35
DOMAIN	1
DOMITIUS	1
DON	3
DONALBAIN	4
DONT	1
DOORKEEPER	1
DORCAS	14
DORSET	17
DOWNLOAD	221
DRAMATIS	16
DRAWER	6
DRAWERS	1
DREAM	1
DROMIO	187
DUCHESS	118
DUKE	535
DUKES	17
DUKEs	4
DULL	21
DUMAIN	62
DUNCAN	19
DUTCHMAN	1
Dabbled	1
Daedalus;	1
Dagonet	1
Daintry	1
Dale	3
Dalea	1
Dally	1
Dalmatians	2
Damascus;	1
Dame	9
Damn	2
Damnable	1
Damnd	4
Damned	2
Damon	1
Damsel	2
Dan	1
Dance	4
Dane	9
Danger	2
Dangerous	3
Dangers	1
Daniel	6
Danish	6
Danskers	1
Daphne	2
Daphnes	1
Dapples	1
Dard	2
Dardan	2
Dardanian	1
Dardanius	4
Dare	13
Dares	2
Darest	3
Daring	2
Darius	1
Dark	4
Darkening	1
Darkling	1
Darkness	1
Darkness;	1
Darkworking	1
Darnel	1
Darraign	1
Darst	5
Darstthou	1
Dartford	1
Dash	1
Dashd	1
Dashes	2
Dashing	1
Dat	3
Datchet	4
Daughter	7
Daughters	1
Daunt	1
Dauphin	62
Dauphin;	2
Dauphins	10
Daventry	1
Davy	17
Davy;	6
Davys	2
Day	5
Daylight	1
Days	1
Dazzle	1
De	9
Dead	26
Deadly	1
Deafd	1
Deal	1
Dealing	1
Deals	1
Dealt	1
Dear	45
Dearer	2
Dearly	1
Death	52
Deaths	3
Debate	1
Debauchd	1
Deborah	1
Debts	1
Deceitful	1
Deceivd	1
Deceive	2
Deceiving	1
December	7
Decembers	1
Decius	13
Deckd	2
Decking	1
Declare	1
Decline	3
Decoct	1
Decrepit	1
Deep	5
Deepvow	1
Defacers	1
Defacing	1
Defect	4
Defective	1
Defend	1
Defer	1
Deferrd	1
Defiance	2
Defile	2
Defiles	1
Define	1
Definitively	1
Deformd	1
Deformed	4
Defy	4
Degenerate	1
Degree	1
Degrees	2
Deiphobus	3
Deity	1
Delabreth	2
Delay	5
Delbow	4
Deliberate	1
Delicate	1
Delight	1
Delighted	1
Delights	1
Deliver	15
Deliverd	7
Delivering	1
Delivers	1
Delphos	3
Delver	1
Demand	7
Demanding	1
Demetrius	45
Demetrius;	4
Demurely	1
Demuring	1
Den	1
Denied	3
Denies	1
Denis	4
Denmark	22
Denmarks	3
Dennis	2
Denny	1
Denouncd	1
Deny	12
Denyt	1
Deo	1
Depart	4
Depending	1
Deposd	2
Depose	2
Deposing	1
Depressd	1
Deprivd	2
Deputing	1
Deputy	1
Derby	9
Dercetas;	1
Dere	2
Derivd	1
Derive	2
Derived	1
Derives	2
Descend	7
Descended	3
Descending	1
Descends	4
Describe	1
Description	1
Descry	1
Desdemon	3
Desdemona	55
Desdemona;	4
Desdemonas	3
Deservd	4
Deserve	6
Deserved	1
Deservedly	1
Deserves	6
Desird	2
Desire	10
Desired	1
Desires	9
Desiring	3
Desist	1
Desolate	1
Despair	8
Despairing	2
Desperation	1
Despisd	1
Despise	2
Despised	3
Despising	2
Despite	8
Despiteful	2
Despoiled	1
Destinies	3
Destiny	1
Destroy	2
Destroyd	3
Destroyed	1
Destroying	1
Destruction	3
Detain	1
Detains	1
Determind	1
Determine	2
Detest	2
Detested	1
Detract	1
Detraction	1
Deucalion	1
Deucalion;	1
Deum	1
Deum;	1
Devesting	1
Devil	4
Devilish	1
Devils	2
Devisd	3
Devise	4
Devonshire	1
Devotion	1
Devour	1
Devoured	1
Devouring	2
Devoutly	2
Dew	3
Dewlappd	1
Dexteriously	1
Dexterity	1
Di	1
Diable	1
Diablo	1
Dian	14
Diana	11
Dianas	6
Dians	6
Dick	8
Dickon	1
Dicky	1
Dictator	1
Dictynna	3
Did	241
Dido	11
Didos	2
Didst	38
Die	20
Die;	1
Died	3
Dies	31
Diet	1
Dieu	12
Diffusest	1
Digest	2
Digging	2
Dighton	3
Digressing	1
Diminishd	1
Dind	1
Dine	1
Ding	2
Dingdong	1
Dinner	3
Diomed	32
Diomed;	1
Diomede	1
Diomedes	3
Diomedfaith	1
Diomeds	2
Dion	3
Direct	7
Direct;	2
Directitude	1
Directive	1
Directly	6
Director	1
Direness	1
Dis	1
Disarm	1
Disarms	2
Disasters	1
Disbursd	1
Disburse	1
Disbursed	1
Discard	1
Discernst	1
Discharge	4
Discipled	1
Disclaiming	1
Discolour;	1
Discomfited	1
Discomfort	3
Discomfortable	1
Discourse	2
Discover	4
Discovering	2
Discredit	2
Discuss	2
Disdain	6
Disdainful	1
Disdaining	3
Disdains	1
Diseased	1
Diseases	2
Disfigure	1
Disgracd	1
Disgrace	3
Disgracing	1
Disguisd	2
Disguise	4
Disguised	1
Disguising	1
Dishonestly	1
Dishonour	2
Dishonourable	1
Dishonoured	1
Disloyal	2
Dismantle	1
Dismaskd	1
Dismay	1
Dismayd	1
Dismiss	7
Dismissing	1
Dismount	1
Dismounted	1
Disorder	2
Disparage	1
Disparkd	1
Dispatch	13
Dispatch;	2
Dispatchd	1
Dispense	1
Dispersd	1
Dispersed	1
Displace	1
Displant	1
Displayd	1
Dispose	3
Dispraise	2
Dispropertied	1
Disprove	1
Dispute	3
Disrobe	1
Diss	1
Dissemble	2
Dissembling	2
Dissentious	1
Dissolve	2
Dissolves	1
Dissuade	1
Distasted	1
Distilled	1
Distinction	2
Distinctly	2
Distinguish	2
Distinguishes	1
Distract	1
Distracted	1
Disturb	1
Ditch	1
Ditchdeliverd	1
Ditesmoi	1
Dive	1
Divers	2
Divert	2
Dives	1
Divide	6
Divided	2
Divides	2
Divine	1
Divinely	1
Divinest	1
Divinity	1
Dizy	1
Dizzyeyd	1
Do	518
Do;	2
Dobbin	1
Dobbins	1
Doct	8
Doctor	49
Doctor;	2
Doctors	1
Does	38
Doest	1
Doff	1
Dog	53
Dogberry	8
Dogs	4
Doing	8
Doit	1
Dolabella	8
Doll	16
Dolour	1
Dolphin	2
Dolphin;	1
Domain	1
Domestic	2
Domestics	1
Dominator	1
Domitius	2
Dommelton	1
Don	44
Donalbain	12
Donations*	1
Doncaster	1
Doncaster;	1
Done	6
Doomd	1
Doomsday	1
Doors	1
Dorcas	1
Doreus	1
Doricles	4
Dorothy	2
Dorothy;	1
Dorset	13
Dorset;	2
Dorsetshire	1
Dost	93
Dot	7
Dot;	1
Doth	123
Doting	1
Double	7
Doubled	1
Doublets	1
Doubly	3
Doubt	11
Doubtful	1
Doubting	2
Doubtless	2
Doug	19
Douglas	39
Douglas;	2
Dovedrawn	1
Dovefeatherd	1
Dover	16
Dover;	1
Dowager	2
Dowlas	1
Down	28
Downs	1
Downy	1
Dowrd	1
Dowsabel	1
Drabbing	1
Drag	2
Dragons	1
Dramatis	20
Draw	34
Drawer	2
Drawers	2
Drawing	5
Drawn	6
Draws	16
Dread	3
Dreading	1
Dream	6
Dreaming	1
Dreams	1
Dreamt	1
Dressd	1
Drew	5
Drink	8
Drinking	1
Drinks	8
Drive	4
Drives	2
Driving	2
Dromio	32
Dromio;	4
Dromios	1
Drones	1
Droop	1
Drop	3
Dropheir	1
Dropping	1
Drops	2
Drove	1
Drown	4
Drownd	2
Drowns	1
Drugs	1
Drum	24
Drum;	1
Drummer	1
Drums	6
Drunk	2
Drunkenness	1
Dry	4
Ducdame	1
Duchess	18
Duck	1
Ducks	1
Due	5
Dues	1
Duff	1
Duke	501
Duke;	9
Dukes	48
Dukes;	1
Dull	9
Dull;	1
Dulling	1
Dumain	14
Dumb	2
Dumbe	1
Dun	3
Duncan	18
Duncans	3
Dunsinane	15
Dunsmore	1
Dunstable	1
During	12
Durst	6
Dutch	3
Dutchman	3
Dutchmans	1
Duty	2
Dwell	1
Dwells	1
Dwelt	1
Dyd	2
Dying	3
E	1
EARL	46
EARLS	2
EBCDIC	1
EDGAR	1
EDITIONS	1
EDMUND	3
EDWARD	177
EDWARDNo	1
EGEUS	11
EGLAMOUR	11
EGYPTIAN	3
EIGHTH	3
ELBOW	33
ELEANOR	2
ELECTRONIC	442
ELINOR	28
ELIZABETH	113
ELY	24
EMILIA	110
EMPEROR	5
EMPRESS	2
ENCOURAGED	2
END	38
ENDS	1
ENGLISH	5
ENOBARBUS	140
EPHESUS	155
EPILOGUE	11
EROS	37
ERPINGHAM	9
ERRORS	3
ESCALUS	88
ESSEX	3
ETEXT	224
EUPHRONIUS	11
EVANS	106
EVEN	2
EXECUTIONER	2
EXECUTIONERS	4
EXETER	72
EXPRESS	1
EXTON	11
Each	47
Ear	1
Earl	96
Earls	2
Early	4
Ears	1
Earth	2
Earthly	1
Earths	1
Earthtreading	1
East	11
East;	1
Eastcheap	14
Eastcheap;	1
Easter	1
Eastern	2
Eat	4
Eating	4
Eats	2
Ebbing	1
Ebrew	1
Echo	2
Ecoutez	1
Ecoutez;	1
Ecstasy	1
Eden	1
Edg	98
Edgar	36
Edge	1
Edm	79
Edmund	65
Edmund;	3
Edmunds	3
Edmundsbury	1
Edmundsbury;	2
Edward	137
Edward;	4
Edwards	53
Edwards;	1
Een	13
Eer	1
Effect	2
Effects	2
Egeus	3
Egeus;	3
Eglamour	11
Ego	1
Egregious	2
Egypt	42
Egypt;	4
Egyptian	11
Egyptians	3
Egypts	3
Eie	1
Eight	7
Eighth	1
Eighty	1
Either	56
Eke	3
Elbe	1
Elbe;	1
Elbow	3
Elbow;	2
Elbows	2
Eleanor	10
Eleanors	2
Elected	1
Election	1
Electronic	1
Elephant	2
Elephant;	1
Eleven	4
Elizabeth	6
Elle	1
Ellen	1
Else	30
Elsinore	23
Eltham	3
Elves	1
Ely	5
Elysium	5
Elysium;	1
Embalm	1
Embark	1
Embarquements	1
Embowelld	3
Embrace	7
Embracing	3
Emilia	38
Emilia;	1
Emmanuel	1
Empale	1
Emperals	1
Emperess	5
Emperial	1
Emperor	66
Emperor;	6
Emperors	18
Empire	1
Employ	2
Employd	1
Empress	37
Empties	1
Empty	2
Emptying	1
Enacted	1
Encamped	1
Enceladus	1
Enchanting	1
Enchasd	1
Encircled	1
Enclosed	1
Encompassd	1
Encore	1
Encounter	1
Encounters	1
Encourage	1
End	4
Endeavour	1
Endeavourd	1
Ending	1
Endows	1
Ends	2
Endue	1
Endurd	2
Endure	3
Endymion	1
Eneas	1
Enfeoffd	1
Enforcd	2
Enforce	5
Enforced	1
Enfranchisement	1
Engagd	1
Engage	2
Engaging	1
Engenders	1
England	252
England;	13
Englands	64
English	156
English;	3
Englishd	1
Englishman	9
Englishmans	1
Englishmen	4
Englishmen;	2
Englishwoman	1
Enjoy	5
Enjoyed	1
Enjoys	1
Enlarge	1
Enlarged	1
Enlinkd	1
Enobarb	1
Enobarbus	14
Enough	19
Enough;	3
Enow	1
Enquire	1
Enrich	1
Enrings	1
Enrobe	1
Ensear	1
Enshrines	1
Ensman	1
Ensues	1
Ensuing	1
Enswathed	1
Enter	1987
Enterd	1
Enters	1
Enthrond	1
Entirely	2
Entitled	1
Entombd	1
Entreat	5
Entreated	1
Envelop	1
Envenom	1
Envenoms	1
Envied	1
Environ	1
Environd	2
Environed	2
Envy	5
Enwheel	1
Ephesian	1
Ephesians	1
Ephesus	9
Ephesus;	2
Ephesushe	1
Epicurean	2
Epicurism	1
Epicurus	1
Epidamnum	6
Epidamnum;	1
Epidaurus	1
Epilogue	2
Epistrophus	1
Epitaph	2
Equal	2
Equality	1
Ercles	2
Ere	76
Erebus	3
Erect	1
Eret	1
Ergo	3
Ermengare	1
Eros	25
Eros;	2
Erpingham	3
Err	2
Errd	1
Erroneous	2
Error	1
Escalus	10
Escapd	1
Especially	5
Esperance	1
Esquire	1
Esquire;	1
Esses	2
Essex	1
Establish	1
Establishd	1
Esteem	3
Estil	1
Et	6
Eternal	1
Eternals	1
Eternity	1
Etext	5
Etexts	4
Ethiope	5
Ethiopes	1
Ethiopian	1
Ethiopians	1
Ethiops	1
Etna	1
Eton	3
EtonGo	1
Euphrates	1
Euriphile	4
Europa	2
Europa;	1
Europe	9
Europe;	1
Evades	1
Evans	1
Evd	1
Eve	8
Even	250
Ever	20
Everlasting	1
Evermore	4
Every	36
Everyone	2
Everything	1
Eves	4
Evileyd	1
Evils	1
Evn	4
Exact	1
Exactly	1
Examine	2
Exampld	1
Exampled	1
Examples	1
Exasperates	1
Exceed	2
Exceeded	1
Exceeding	6
Exceedingly	2
Exceeds	3
Excellence	4
Excellent	18
Excellent;	1
Excellently	2
Excels	1
Except	16
Excepting	2
Exception	1
Exchange	2
Excite	1
Excited	1
Excitements	2
Exclaim	1
Excludes	1
Excursions	6
Excuse	6
Excusezmoi	1
Excusing	1
Execute	1
Executioners	1
Executive	1
Exempt	1
Exempted	1
Exeter	26
Exeunt	1027
Exeunt;	1
Exhalst	1
Exist	1
Exit	980
Expect	2
Expectation	1
Expected	1
Expecting	3
Expects	1
Expedient	1
Expedition	1
Expelld	1
Experience	4
Expire	2
Exposd	2
Expose	1
Exposing	2
Expound	1
Express	1
Expressd	2
Expresseth	1
Extemporally	1
Extended	2
Exterior	1
Exton	3
Extorted	1
Extremely	1
Extremity	1
Exuent	1
Eye	2
Eyes	3
FABIAN	67
FAIRIES	5
FAIRY	11
FALSTAFF	358
FANG	9
FASTOLFE	7
FATHER	7
FAULCONBRIDGE	9
FEEBLE	9
FENTON	28
FERDINAND	45
FESTE	1
FESTES	1
FIENDS	1
FIFTH	5
FIRST	617
FITNESS	1
FITZWATER	9
FLAMINIUS	16
FLAVIUS	57
FLEANCE	3
FLORENCE	5
FLORIZEL	56
FLUELLEN	77
FLUTE	15
FOLLOWER	1
FOLLOWERS	1
FOOL	14
FOR	669
FORCES	1
FORD	214
FORDS	3
FORESTER	6
FORTUNATEUNHAPPY	1
FOURTH	30
FRANCE	115
FRANCIS	10
FRANCISCA	5
FRANCISCO	6
FREDERICK	26
FREDERICKS	1
FRENCH	54
FRENCHMAN	8
FRIAR	10
FRIARS	1
FROTH	11
FTP	2
FUTURE	1
Fa	1
Fabian	5
Fabian;	2
Face	1
Fading	1
Fail	2
Fails	1
Fain	5
Fainthearted	2
Fainting	1
Faintly	1
Faintness	1
Faints	1
Fair	62
Fairer	2
Fairest	1
Fairies	10
Fairing	1
Fairly	3
Fairness	1
Fairwell	1
Fairy	6
Faith	91
Fal	151
Falconbridge	5
Falconers	2
Fall	20
Falling	3
Falln	3
Falls	14
False	15
Falseboding	1
Falsely	2
Falstaff	86
Falstaffs	10
Famd	1
Fame	4
Familiar	2
Familiarly	1
Famine	1
Famous	2
Fan	1
Fancies	1
Fancys	1
Fang	3
Fannd	1
Far	10
Fare	80
Farewell	178
Farewell;	13
Farewellyet	1
Farre	1
Farther	1
Fashion	1
Fashiond	1
Fast	6
Fastend	1
Faster	3
Fastned	1
Fastolfe	3
Fat	2
Fatal	2
Fate	6
Fate;	1
Fated	1
Fates	8
Father	33
Fatherd	1
Fathers	4
Fathom	1
Fauconbridge	2
Faulconbridge	12
Faulconbridge;	1
Faults	1
Fauste	1
Faustuses	1
Favours	2
Fe	1
Fear	50
Feard	1
Fearing	1
Fears	3
Fearst	1
Feast	3
Feasts	1
Feastwon	1
Feather	1
Featured	1
February	1
Fed	2
Feeble	7
Feed	7
Feeding	1
Feeds	4
Feedst	1
Feel	3
Feeling	2
Feignd	1
Fell	11
Fellow	19
Fellows	5
Felt	1
Fenton	17
Fenton;	1
Fer	3
Ferdinand	8
Ferrara	1
Ferrers	1
Fertile	1
Fery	2
Feste	1
Fetch	20
Fetching	1
Fetcht	1
Fetter	1
Few	4
Fewness	1
Fiddler	1
Fidele	9
Fideles	1
Fie	86
Field	4
Fields	3
Fiend	2
Fiends	1
Fierce	3
Fiery	2
Fife	9
Fifth	16
Fifths	1
Fight	11
Fights	1
Figurd	1
Figures	1
Figuring	2
Files	1
Filial	1
Fill	6
Filld	1
Fillet	1
Filling	2
Fillip	1
Fills	2
Filth	2
Filths	1
Filthy	1
Finch	1
Find	26
Finding	8
Finds	4
Fine	5
Finely	4
Finger	1
Fingerd	1
Finish	2
Finsbury	1
Fire	8
Firm	1
First	86
Firstheaven	1
Fish	1
Fit	9
Fits	1
Fitted	1
Fitter	1
Fitting	1
Fitzwater	3
Five	23
Fix	1
Fixd	1
Fixing	2
Flaminius	7
Flanders	2
Flat	2
Flatter	3
Flatterers	1
Flattering	2
Flattring	1
Flavio	1
Flavius	5
Fleance	13
Fled	6
Fleece	1
Fleet;	1
Fleeter	1
Fleming	1
Flemish	1
Flesh	1
Flew	1
Flibbertigibbet	2
Flies	2
Flight	1
Fling	1
Flint	2
Flinty	1
Flock	1
Flora	1
Florence	18
Florence;	1
Florences	1
Florentine	13
Florentines	2
Florentius	1
Florizel	4
Floulish	1
Flourish	95
Flout	1
Flow	2
Flowd	1
Flower	3
Fluellen	11
Fluellen;	1
Flute	4
Flutterd	1
Fly	30
Flying	2
Fo	2
Foes	1
Foh	3
Foix	2
Fold	2
Folded	1
Follow	54
Followd	1
Followed	3
Followers	4
Following	5
Follows	2
Folly	1
Fond	3
Fondly	1
Fontibell	1
Food	2
Fool	85
Foolery	1
Foolhardiness;	1
Foolish	2
Fools	5
Foot	1
For	1784
Forage	2
Forbade	1
Forbear	13
Forbear;	1
Forbid	4
Forbidden	1
Forbiddenly	1
Forbids	1
Forborne	1
Forcd	5
Force	4
Forces	1
Ford	52
Ford;	5
Fordo	1
Fords	12
Fore	14
Foreknowing	1
Forerun	1
Forerunning	1
Forest	10
Forestall	2
Foresters	2
Foretell	1
Foretelling	1
Foretells	2
Forethinking	1
Forethought	1
Foretold	1
Forever	3
Forewarn	1
Forget	5
Forgets	1
Forgetting	3
Forgive	15
Forgiveness	1
Forgo	1
Forgot	3
Form	2
Formd	1
Forres	5
Forrest	3
Fors	1
Forsake	3
Forsaken	1
Forshes	1
Forslow	1
Forsook	1
Forsooth	6
Forspent	1
Forswear	4
Forsworn	1
Fort	5
Forth	3
Forthlight	1
Forthwith	6
Fortinbras	13
Fortinbras;	2
Fortunate	1
Fortune	71
Fortune;	1
Fortunes	26
Fortuneshall	1
Forty	3
Forum	3
Forward	2
Forward;	1
Forwearied	1
Fosterd	1
Fought	1
Foul	12
Fouler	1
Foulspoken	1
Found	10
Foundations	1
Four	15
Fourscore	3
Fourth	10
Frailty	1
Framd	1
Frame	1
Fran	22
Francais	1
France	384
France;	28
Frances	2
Franciae	1
Francis	39
Francis;	2
Franciscan	3
Francisco	4
Frank	2
Frankfort	1
Frateretto	1
Fraught	1
Frederick	8
Free	12
Freed	1
Freedom	3
Freely	3
Freetown	1
Freeze	1
French	161
French;	9
Frenchcrowncolour	1
Frenchman	12
Frenchman;	1
Frenchmans	1
Frenchmen	12
Frenchmen;	1
Frenchmens	5
Frenchwoman	2
Fresh	4
Fresher	1
Freshly	1
Fret	2
Frets	1
Friar	114
Friars;	1
Friday	3
Fridays	2
Friend	11
Friendly	1
Friends	12
Friendship	1
Friendships	1
Fright	1
Frighted	2
Frighting	1
Frights	1
Frogmore	3
Frogmore;	1
Froissart	1
From	351
Fronting	1
Frosty	1
Froth	10
Froth;	1
Froward	1
Frown	1
Frowns	1
Frozen	1
Fry	1
Fulfill	1
Full	39
Fully	1
Fulvia	14
Fulvias	4
Furies	4
Furnish	1
Furnival	1
Further	6
Furthermore	1
Fury	4
Fut	1
Future	3
G	4
GALLUS	6
GANYMEDE	1
GAOLER	24
GAOLERS	6
GARDENER	7
GARDENERS	1
GARDINER	29
GARGRAVE	5
GARTER	5
GAUNT	34
GENERAL	4
GENTLEMAN	201
GENTLEMEN	17
GENTLEWOMAN	16
GENTRY	1
GEORGE	23
GET	2
GHOST	18
GHOSTS	6
GIVE	2
GIoucestershire	1
GLANSDALE	3
GLOUCESTER	432
GLOUCESTERS	4
GOBBO	24
GOFFE	2
GONZALO	57
GONZALO;	1
GONZALOS	1
GOODFELLOW	1
GOTH	7
GOTHS	4
GOVERNOR	8
GOWER	41
GRANDPRE	3
GRATIANO	79
GREEN	17
GREMIO	69
GREY	48
GRIFFITH	14
GROOM	8
GROOMS	1
GRUMIO	73
GUARD	17
GUARDS	2
GUARDSMAN	6
GUIDERIUS	73
GUILDFORD	3
GURNEY	4
GUT	1
GUT*	1
GUTENBERG	221
GUTENBERGtm	1
Gabriels	1
Gads	17
Gadshill	13
Gain	1
Gainst	16
Galathe	1
Galen	4
Galen;	1
Gall	3
Gallants	2
Gallia	12
Gallian	2
Gallias	1
Galling	1
Gallop	1
Gallops	1
Gallow	1
Galloway	1
Gallows	1
Gallus	1
Gam	1
Gamut	1
Gan	2
Ganymede	8
Gaoler	5
Garden	1
Gardez	1
Gardiner	5
Gardner	1
Gardon	2
Gargantuas	1
Gargrave	2
Garnishd	2
Garter	19
Garters	1
Gascony	2
